,date,iso_code,total_cases_per_million,people_vaccinated_per_hundred,median_age,population_density,total_deaths_per_million
82170,13/1/21,MNE,85725.522,,39.1,46.28,1173.472
82171,14/1/21,MNE,86483.423,,39.1,46.28,1178.248
82172,15/1/21,MNE,87142.605,,39.1,46.28,1179.84
82173,16/1/21,MNE,87789.049,,39.1,46.28,1183.025
82174,17/1/21,MNE,88357.474,,39.1,46.28,1186.209
82175,18/1/21,MNE,88851.065,,39.1,46.28,1187.802
82176,19/1/21,MNE,89527.761,,39.1,46.28,1192.578
82177,20/1/21,MNE,90086.633,,39.1,46.28,1206.908
82178,21/1/21,MNE,90753.776,,39.1,46.28,1213.277
82179,22/1/21,MNE,91524.414,,39.1,46.28,1218.054
82180,23/1/21,MNE,92236.14,,39.1,46.28,1219.646
82181,24/1/21,MNE,92852.332,,39.1,46.28,1222.831
82182,25/1/21,MNE,93458.971,,39.1,46.28,1226.015
82183,26/1/21,MNE,94358.579,,39.1,46.28,1237.161
82184,27/1/21,MNE,95255.003,,39.1,46.28,1246.714
82185,28/1/21,MNE,95992.204,,39.1,46.28,1257.86
82186,29/1/21,MNE,96850.415,,39.1,46.28,1273.782
82187,30/1/21,MNE,97447.5,,39.1,46.28,1276.966
82188,31/1/21,MNE,98175.148,,39.1,46.28,1281.743
82189,1/2/21,MNE,98673.515,,39.1,46.28,1291.296
82190,2/2/21,MNE,99475.998,,39.1,46.28,1302.442
82191,3/2/21,MNE,100498.208,,39.1,46.28,1313.588
82192,4/2/21,MNE,101318.205,,39.1,46.28,1315.18
82193,5/2/21,MNE,102170.047,,39.1,46.28,1323.141
82194,6/2/21,MNE,103079.209,,39.1,46.28,1331.102
82195,7/2/21,MNE,103856.215,,39.1,46.28,1334.287
82196,8/2/21,MNE,104540.873,,39.1,46.28,1340.655
82197,9/2/21,MNE,105459.588,,39.1,46.28,1356.578
82198,10/2/21,MNE,106451.546,,39.1,46.28,1370.908
82199,11/2/21,MNE,107381.407,,39.1,46.28,1383.646
82200,12/2/21,MNE,108277.831,,39.1,46.28,1401.16
82201,13/2/21,MNE,109029.362,,39.1,46.28,1404.345
82202,14/2/21,MNE,109737.903,,39.1,46.28,1417.082
82203,15/2/21,MNE,110331.804,,39.1,46.28,1431.412
82204,16/2/21,MNE,111089.704,,39.1,46.28,1448.927
82205,17/2/21,MNE,111732.964,,39.1,46.28,1458.48
82206,18/2/21,MNE,112503.602,,39.1,46.28,1474.403
82207,19/2/21,MNE,113226.474,,39.1,46.28,1483.956
82208,20/2/21,MNE,113992.335,0,39.1,46.28,1495.102
82209,21/2/21,MNE,114632.41,,39.1,46.28,1512.616
82210,22/2/21,MNE,115269.301,,39.1,46.28,1523.762
82211,23/2/21,MNE,116183.24,,39.1,46.28,1542.868
82212,24/2/21,MNE,117207.042,,39.1,46.28,1554.014
82213,25/2/21,MNE,118116.204,0.18,39.1,46.28,1571.528
82214,26/2/21,MNE,119081.094,0.21,39.1,46.28,1582.674
82215,27/2/21,MNE,119945.673,,39.1,46.28,1590.635
82216,28/2/21,MNE,120744.971,,39.1,46.28,1597.004
82217,1/3/21,MNE,121459.881,0.24,39.1,46.28,1616.111
82218,2/3/21,MNE,122391.334,,39.1,46.28,1628.849
82219,3/3/21,MNE,123386.477,0.31,39.1,46.28,1641.586
82220,4/3/21,MNE,124289.27,,39.1,46.28,1654.324
82221,5/3/21,MNE,125203.208,0.36,39.1,46.28,1668.654
82222,6/3/21,MNE,126163.321,0.38,39.1,46.28,1686.169
82223,7/3/21,MNE,127018.347,,39.1,46.28,1698.907
82224,8/3/21,MNE,127682.306,0.49,39.1,46.28,1727.567
82225,9/3/21,MNE,128656.749,,39.1,46.28,1738.712
82226,10/3/21,MNE,129698.066,,39.1,46.28,1751.45
82227,11/3/21,MNE,130608.82,,39.1,46.28,1772.149
82228,12/3/21,MNE,131533.904,0.54,39.1,46.28,1778.518
82229,13/3/21,MNE,132417.59,,39.1,46.28,1786.479
82230,14/3/21,MNE,133258.286,0.6,39.1,46.28,1797.625
82231,15/3/21,MNE,134006.633,,39.1,46.28,1808.77
82232,16/3/21,MNE,134861.659,0.8,39.1,46.28,1832.654
82233,17/3/21,MNE,135742.161,0.91,39.1,46.28,1861.314
82234,18/3/21,MNE,136571.712,0.97,39.1,46.28,1875.644
82235,19/3/21,MNE,137380.563,1.04,39.1,46.28,1885.197
82236,20/3/21,MNE,138176.677,1.09,39.1,46.28,1901.119
82237,21/3/21,MNE,138861.335,,39.1,46.28,1909.081
82238,22/3/21,MNE,139539.623,,39.1,46.28,1923.411
82239,23/3/21,MNE,140300.708,1.29,39.1,46.28,1942.517
82240,24/3/21,MNE,140991.735,1.59,39.1,46.28,1948.886
82241,25/3/21,MNE,141693.907,1.89,39.1,46.28,1958.44
82242,26/3/21,MNE,142286.216,2.14,39.1,46.28,1964.809
82243,27/3/21,MNE,142873.748,2.36,39.1,46.28,1975.954
82244,28/3/21,MNE,143432.619,2.64,39.1,46.28,1982.323
82245,29/3/21,MNE,143966.015,2.83,39.1,46.28,1999.838
82246,30/3/21,MNE,144625.198,2.85,39.1,46.28,2015.76
82247,31/3/21,MNE,145239.797,3.04,39.1,46.28,2028.498
82248,1/4/21,MNE,145805.038,3.13,39.1,46.28,2047.604
82249,2/4/21,MNE,146335.25,3.37,39.1,46.28,2063.527
82250,3/4/21,MNE,146838.394,3.65,39.1,46.28,2074.672
82251,4/4/21,MNE,147311.285,4.06,39.1,46.28,2077.857
82252,5/4/21,MNE,147663.167,4.32,39.1,46.28,2096.963
82253,6/4/21,MNE,148124.913,4.71,39.1,46.28,2111.294
82254,7/4/21,MNE,148569.145,5.05,39.1,46.28,2124.031
82255,8/4/21,MNE,148978.347,5.28,39.1,46.28,2141.546
82256,9/4/21,MNE,149355.705,5.44,39.1,46.28,2155.876
82257,10/4/21,MNE,149725.102,5.62,39.1,46.28,2173.39
82258,11/4/21,MNE,150097.683,5.68,39.1,46.28,2186.128
82259,12/4/21,MNE,150336.517,5.75,39.1,46.28,2198.866
82260,13/4/21,MNE,150693.176,5.8,39.1,46.28,2214.788
82261,14/4/21,MNE,151037.097,5.84,39.1,46.28,2237.079
82262,15/4/21,MNE,151328.475,5.92,39.1,46.28,2248.225
82263,16/4/21,MNE,151588.008,5.97,39.1,46.28,2262.555
82264,17/4/21,MNE,151861.871,6.04,39.1,46.28,2272.108
82265,18/4/21,MNE,152138.919,6.1,39.1,46.28,2275.293
82266,19/4/21,MNE,152368.199,6.12,39.1,46.28,2289.623
82267,20/4/21,MNE,152685.053,6.16,39.1,46.28,2294.4
82268,21/4/21,MNE,152930.256,6.2,39.1,46.28,2299.176
82269,22/4/21,MNE,153151.575,6.23,39.1,46.28,2310.322
82270,23/4/21,MNE,153407.924,6.25,39.1,46.28,2319.875
82271,24/4/21,MNE,153648.35,6.28,39.1,46.28,2329.429
82272,25/4/21,MNE,153904.699,6.31,39.1,46.28,2332.613
82273,26/4/21,MNE,154094.174,6.32,39.1,46.28,2345.351
82274,27/4/21,MNE,154334.6,6.33,39.1,46.28,2353.312
82275,28/4/21,MNE,154573.434,6.36,39.1,46.28,2364.458
82276,29/4/21,MNE,154855.259,6.38,39.1,46.28,2375.603
82277,30/4/21,MNE,155065.433,6.39,39.1,46.28,2380.38
82278,1/5/21,MNE,155269.238,6.4,39.1,46.28,2391.526
82279,2/5/21,MNE,155431.645,,39.1,46.28,2396.302
82280,3/5/21,MNE,155589.275,6.41,39.1,46.28,2404.263
82281,4/5/21,MNE,155740.537,6.5,39.1,46.28,2413.817
82282,5/5/21,MNE,155926.828,9.17,39.1,46.28,2421.778
82283,6/5/21,MNE,156105.157,10.41,39.1,46.28,2429.739
82284,7/5/21,MNE,156264.38,,39.1,46.28,2440.885
82285,8/5/21,MNE,156415.641,11.6,39.1,46.28,2445.661
82286,9/5/21,MNE,156520.728,12.54,39.1,46.28,2452.03
82287,10/5/21,MNE,156619.447,13.29,39.1,46.28,2458.399
82288,11/5/21,MNE,156753.194,14.17,39.1,46.28,2459.991
82289,12/5/21,MNE,156907.64,14.86,39.1,46.28,2464.768
82290,13/5/21,MNE,157023.872,15.57,39.1,46.28,2469.545
82291,14/5/21,MNE,157157.619,16.01,39.1,46.28,2477.506
82292,15/5/21,MNE,157277.036,16.51,39.1,46.28,2483.875
82293,16/5/21,MNE,157394.861,16.94,39.1,46.28,2485.467
82294,17/5/21,MNE,157468.104,17.18,39.1,46.28,2487.059
82295,18/5/21,MNE,157584.336,17.67,39.1,46.28,2490.244
82296,19/5/21,MNE,157679.87,18.07,39.1,46.28,2493.428
82297,20/5/21,MNE,157786.549,18.55,39.1,46.28,2498.205
82298,21/5/21,MNE,157874.122,18.9,39.1,46.28,2502.981
82299,22/5/21,MNE,157953.733,,39.1,46.28,2502.981
82300,23/5/21,MNE,158025.383,19.27,39.1,46.28,2506.166
82301,24/5/21,MNE,158093.849,19.39,39.1,46.28,2506.166
82302,25/5/21,MNE,158200.528,19.72,39.1,46.28,2510.943
82303,26/5/21,MNE,158307.208,20.25,39.1,46.28,2512.535
82304,27/5/21,MNE,158390.003,,39.1,46.28,2512.535
82305,28/5/21,MNE,158455.285,20.55,39.1,46.28,2515.719
82306,29/5/21,MNE,158531.712,20.81,39.1,46.28,2520.496
82307,30/5/21,MNE,158593.808,20.98,39.1,46.28,2520.496
82308,31/5/21,MNE,158622.469,21.09,39.1,46.28,2522.088
82309,1/6/21,MNE,158668.643,21.31,39.1,46.28,2523.68
82310,2/6/21,MNE,158718.002,21.5,39.1,46.28,2526.865
82311,3/6/21,MNE,158772.138,21.75,39.1,46.28,2526.865
82312,4/6/21,MNE,158837.419,21.98,39.1,46.28,2533.234
82313,5/6/21,MNE,158889.963,22.18,39.1,46.28,2533.234
82314,6/6/21,MNE,158923.4,22.3,39.1,46.28,2534.826
82315,7/6/21,MNE,158958.429,22.38,39.1,46.28,2538.01
82316,8/6/21,MNE,158980.72,22.54,39.1,46.28,2541.195
82317,9/6/21,MNE,159010.972,22.7,39.1,46.28,2541.195
82318,10/6/21,MNE,159047.593,22.83,39.1,46.28,2541.195
82319,11/6/21,MNE,159085.807,22.96,39.1,46.28,2542.787
82320,12/6/21,MNE,159108.098,23.04,39.1,46.28,2544.379
82321,13/6/21,MNE,159152.68,,39.1,46.28,2549.156
82322,14/6/21,MNE,159165.418,23.11,39.1,46.28,2550.748
82323,15/6/21,MNE,159203.632,23.19,39.1,46.28,2550.748
82324,16/6/21,MNE,159224.331,,39.1,46.28,2552.34
82325,17/6/21,MNE,159254.583,23.4,39.1,46.28,2553.933
82326,18/6/21,MNE,159280.058,23.49,39.1,46.28,2555.525
82327,19/6/21,MNE,159310.311,23.55,39.1,46.28,2555.525
82328,20/6/21,MNE,159342.155,23.56,39.1,46.28,2555.525
82329,21/6/21,MNE,159369.223,23.58,39.1,46.28,2555.525
82330,22/6/21,MNE,159388.33,23.62,39.1,46.28,2557.117
82331,23/6/21,MNE,159409.029,23.66,39.1,46.28,2560.302
82332,24/6/21,MNE,159431.32,23.76,39.1,46.28,2561.894
82333,25/6/21,MNE,159453.611,,39.1,46.28,2561.894
82334,26/6/21,MNE,159490.232,23.87,39.1,46.28,2561.894
82335,27/6/21,MNE,159525.261,23.88,39.1,46.28,2561.894
82336,28/6/21,MNE,159547.553,23.89,39.1,46.28,2561.894
82337,29/6/21,MNE,159588.951,23.93,39.1,46.28,2563.486
82338,30/6/21,MNE,159623.98,23.97,39.1,46.28,2568.263
86383,2/1/21,NLD,48054.765,,43.2,508.544,678.969
86384,3/1/21,NLD,48488.758,,43.2,508.544,681.706
86385,4/1/21,NLD,48873.895,,43.2,508.544,685.374
86386,5/1/21,NLD,49252.744,,43.2,508.544,694.226
86387,6/1/21,NLD,49674.217,,43.2,508.544,704.358
86388,7/1/21,NLD,50241.675,,43.2,508.544,709.365
86389,8/1/21,NLD,50722.543,,43.2,508.544,714.432
86390,9/1/21,NLD,51152.285,,43.2,508.544,722.409
86391,10/1/21,NLD,51539.81,,43.2,508.544,725.612
86392,11/1/21,NLD,51858.215,,43.2,508.544,728.582
86393,12/1/21,NLD,52148.029,,43.2,508.544,737.433
86394,13/1/21,NLD,52508.884,,43.2,508.544,744.537
86395,14/1/21,NLD,52891.226,,43.2,508.544,749.719
86396,15/1/21,NLD,53245.385,,43.2,508.544,755.193
86397,16/1/21,NLD,53555.405,,43.2,508.544,760.841
86398,17/1/21,NLD,53884,0.45,43.2,508.544,763.229
86399,18/1/21,NLD,54163.041,,43.2,508.544,766.14
86400,19/1/21,NLD,54416.694,,43.2,508.544,772.371
86401,20/1/21,NLD,54742.96,,43.2,508.544,777.379
86402,21/1/21,NLD,55083.143,,43.2,508.544,782.561
86403,22/1/21,NLD,55420.823,,43.2,508.544,787.744
86404,23/1/21,NLD,55739.111,,43.2,508.544,792.868
86405,24/1/21,NLD,56026.771,0.97,43.2,508.544,794.615
86406,25/1/21,NLD,56262.081,,43.2,508.544,796.944
86407,26/1/21,NLD,56492.79,,43.2,508.544,801.952
86408,27/1/21,NLD,56773.229,,43.2,508.544,805.97
86409,28/1/21,NLD,57048.66,,43.2,508.544,810.861
86410,29/1/21,NLD,57305.923,,43.2,508.544,814.122
86411,30/1/21,NLD,57552.238,,43.2,508.544,819.247
86412,31/1/21,NLD,57769.147,2.03,43.2,508.544,821.518
86413,1/2/21,NLD,57956.941,,43.2,508.544,823.09
86414,2/2/21,NLD,58167.969,,43.2,508.544,827.923
86415,3/2/21,NLD,58405.899,,43.2,508.544,831.592
86416,4/2/21,NLD,58653.845,,43.2,508.544,835.377
86417,5/2/21,NLD,58908.197,,43.2,508.544,838.929
86418,6/2/21,NLD,59148.165,,43.2,508.544,842.481
86419,7/2/21,NLD,59378.933,3.17,43.2,508.544,845.276
86420,8/2/21,NLD,59509.719,,43.2,508.544,846.848
86421,9/2/21,NLD,59615.291,,43.2,508.544,851.856
86422,10/2/21,NLD,59804.191,,43.2,508.544,856.572
86423,11/2/21,NLD,60062.211,,43.2,508.544,860.765
86424,12/2/21,NLD,60317.669,,43.2,508.544,864.55
86425,13/2/21,NLD,60563.926,,43.2,508.544,868.393
86426,14/2/21,NLD,60766.045,4.02,43.2,508.544,869.733
86427,15/2/21,NLD,60931.42,,43.2,508.544,871.305
86428,16/2/21,NLD,61090.913,,43.2,508.544,876.371
86429,17/2/21,NLD,61290.295,,43.2,508.544,881.495
86430,18/2/21,NLD,61556.526,,43.2,508.544,885.746
86431,19/2/21,NLD,61835.276,,43.2,508.544,888.658
86432,20/2/21,NLD,62104.243,,43.2,508.544,892.268
86433,21/2/21,NLD,62377.985,5.09,43.2,508.544,893.258
86434,22/2/21,NLD,62622.67,,43.2,508.544,895.121
86435,23/2/21,NLD,62846.683,,43.2,508.544,900.595
86436,24/2/21,NLD,63103.713,,43.2,508.544,904.263
86437,25/2/21,NLD,63397.429,,43.2,508.544,906.127
86438,26/2/21,NLD,63698.423,,43.2,508.544,909.912
86439,27/2/21,NLD,63988.178,,43.2,508.544,912.357
86440,28/2/21,NLD,64261.222,6.44,43.2,508.544,913.522
86441,1/3/21,NLD,64481.508,,43.2,508.544,914.803
86442,2/3/21,NLD,64715.421,,43.2,508.544,918.588
86443,3/3/21,NLD,65008.903,,43.2,508.544,921.441
86444,4/3/21,NLD,65251.259,,43.2,508.544,923.363
86445,5/3/21,NLD,65526.864,,43.2,508.544,925.285
86446,6/3/21,NLD,65841.019,,43.2,508.544,927.672
86447,7/3/21,NLD,66106.783,7.66,43.2,508.544,929.477
86448,8/3/21,NLD,66330.622,,43.2,508.544,931.108
86449,9/3/21,NLD,66585.614,,43.2,508.544,934.369
86450,10/3/21,NLD,66897.439,,43.2,508.544,936.174
86451,11/3/21,NLD,67213.107,,43.2,508.544,939.085
86452,12/3/21,NLD,67569.653,,43.2,508.544,940.599
86453,13/3/21,NLD,67950.656,,43.2,508.544,941.939
86454,14/3/21,NLD,68303.068,8.81,43.2,508.544,943.336
86455,15/3/21,NLD,68624.85,,43.2,508.544,944.384
86456,16/3/21,NLD,68919.846,,43.2,508.544,946.306
86457,17/3/21,NLD,69277.382,,43.2,508.544,949.043
86458,18/3/21,NLD,69646.448,,43.2,508.544,951.023
86459,19/3/21,NLD,70087.662,,43.2,508.544,953.759
86460,20/3/21,NLD,70543.316,,43.2,508.544,954.691
86461,21/3/21,NLD,70960.422,9.31,43.2,508.544,955.623
86462,22/3/21,NLD,71329.43,,43.2,508.544,956.496
86463,23/3/21,NLD,71667.109,,43.2,508.544,959.35
86464,24/3/21,NLD,72128.179,,43.2,508.544,961.388
86465,25/3/21,NLD,72595.072,,43.2,508.544,962.902
86466,26/3/21,NLD,73063.246,,43.2,508.544,964.357
86467,27/3/21,NLD,73596.639,,43.2,508.544,966.163
86468,28/3/21,NLD,74044.898,10.47,43.2,508.544,967.036
86469,29/3/21,NLD,74448.961,,43.2,508.544,967.793
86470,30/3/21,NLD,74802.188,,43.2,508.544,969.948
86471,31/3/21,NLD,75280.902,,43.2,508.544,971.811
86472,1/4/21,NLD,75765.439,,43.2,508.544,973.208
86473,2/4/21,NLD,76210.728,,43.2,508.544,974.373
86474,3/4/21,NLD,76684.667,,43.2,508.544,976.295
86475,4/4/21,NLD,77098.571,12.46,43.2,508.544,977.692
86476,5/4/21,NLD,77421.11,,43.2,508.544,978.333
86477,6/4/21,NLD,77756.053,,43.2,508.544,979.788
86478,7/4/21,NLD,78130.475,,43.2,508.544,981.186
86479,8/4/21,NLD,78613.324,,43.2,508.544,982.525
86480,9/4/21,NLD,79078.121,,43.2,508.544,984.971
86481,10/4/21,NLD,79544.432,,43.2,508.544,986.369
86482,11/4/21,NLD,80035.141,15.46,43.2,508.544,987.533
86483,12/4/21,NLD,80427.091,,43.2,508.544,988.814
86484,13/4/21,NLD,80821.837,,43.2,508.544,990.969
86485,14/4/21,NLD,81146.88,,43.2,508.544,992.716
86486,15/4/21,NLD,81664.55,,43.2,508.544,993.589
86487,16/4/21,NLD,82191.013,,43.2,508.544,994.579
86488,17/4/21,NLD,82679.976,,43.2,508.544,996.559
86489,18/4/21,NLD,83178.954,19.62,43.2,508.544,997.316
86490,19/4/21,NLD,83595.944,,43.2,508.544,998.655
86491,20/4/21,NLD,83996.57,,43.2,508.544,1000.344
86492,21/4/21,NLD,84496.772,,43.2,508.544,1001.683
86493,22/4/21,NLD,85060.56,,43.2,508.544,1003.081
86494,23/4/21,NLD,85601.174,,43.2,508.544,1004.187
86495,24/4/21,NLD,86073.249,,43.2,508.544,1005.585
86496,25/4/21,NLD,86542.646,22.74,43.2,508.544,1006.283
86497,26/4/21,NLD,86905.54,,43.2,508.544,1007.099
86498,27/4/21,NLD,87218.18,,43.2,508.544,1009.02
86499,28/4/21,NLD,87723.039,,43.2,508.544,1009.661
86500,29/4/21,NLD,88229.005,,43.2,508.544,1011.582
86501,30/4/21,NLD,88683.67,,43.2,508.544,1013.096
86502,1/5/21,NLD,89020.243,,43.2,508.544,1014.436
86503,2/5/21,NLD,89341.152,26.2,43.2,508.544,1014.669
86504,3/5/21,NLD,89878.621,,43.2,508.544,1015.717
86505,4/5/21,NLD,90330.141,,43.2,508.544,1017.58
86506,5/5/21,NLD,90755.283,,43.2,508.544,1019.094
86507,6/5/21,NLD,91151.426,,43.2,508.544,1020.492
86508,7/5/21,NLD,91588.679,,43.2,508.544,1021.773
86509,8/5/21,NLD,92021.857,,43.2,508.544,1023.578
86510,9/5/21,NLD,92404.316,29.52,43.2,508.544,1023.811
86511,10/5/21,NLD,92746.362,,43.2,508.544,1024.975
86512,11/5/21,NLD,93068.844,,43.2,508.544,1027.654
86513,12/5/21,NLD,93440.297,,43.2,508.544,1028.586
86514,13/5/21,NLD,93792.01,,43.2,508.544,1029.459
86515,14/5/21,NLD,94114.316,,43.2,508.544,1030.1
86516,15/5/21,NLD,94374.491,,43.2,508.544,1030.857
86517,16/5/21,NLD,94633.559,33.55,43.2,508.544,1031.672
86518,17/5/21,NLD,94799.283,,43.2,508.544,1032.138
86519,18/5/21,NLD,95111.341,,43.2,508.544,1033.128
86520,19/5/21,NLD,95378.27,,43.2,508.544,1034.059
86521,20/5/21,NLD,95650.207,,43.2,508.544,1035.224
86522,21/5/21,NLD,95893.087,,43.2,508.544,1035.923
86523,22/5/21,NLD,96078.202,,43.2,508.544,1037.087
86524,23/5/21,NLD,96278.225,36.52,43.2,508.544,1037.495
86525,24/5/21,NLD,96435.156,,43.2,508.544,1038.077
86526,25/5/21,NLD,96580.558,,43.2,508.544,1038.834
86527,26/5/21,NLD,96742.264,,43.2,508.544,1039.417
86528,27/5/21,NLD,96936.988,,43.2,508.544,1040.348
86529,28/5/21,NLD,97162.515,,43.2,508.544,1041.222
86530,29/5/21,NLD,97359.684,,43.2,508.544,1041.688
86531,30/5/21,NLD,97518.479,39.38,43.2,508.544,1042.037
86532,31/5/21,NLD,97637.851,,43.2,508.544,1042.153
86533,1/6/21,NLD,97774.635,,43.2,508.544,1042.678
86534,2/6/21,NLD,97921.143,,43.2,508.544,1043.376
86535,3/6/21,NLD,98082.151,,43.2,508.544,1044.192
86536,4/6/21,NLD,98222.137,,43.2,508.544,1044.657
86537,5/6/21,NLD,98347.159,,43.2,508.544,1045.24
86538,6/6/21,NLD,98437.765,42.76,43.2,508.544,1045.473
86539,7/6/21,NLD,98518.415,,43.2,508.544,1045.647
86540,8/6/21,NLD,98602.034,,43.2,508.544,1046.521
86541,9/6/21,NLD,98702.89,,43.2,508.544,1046.812
86542,10/6/21,NLD,98794.603,,43.2,508.544,1047.161
86543,11/6/21,NLD,98875.543,,43.2,508.544,1047.336
86544,12/6/21,NLD,98946.235,,43.2,508.544,1047.394
86545,13/6/21,NLD,99007.203,48.69,43.2,508.544,1047.511
86546,14/6/21,NLD,99057.514,,43.2,508.544,1047.744
86547,15/6/21,NLD,99118.656,,43.2,508.544,1047.802
86548,16/6/21,NLD,99179.449,,43.2,508.544,1048.035
86549,17/6/21,NLD,99242.746,,43.2,508.544,1048.209
86550,18/6/21,NLD,99295.211,,43.2,508.544,1048.384
86551,19/6/21,NLD,99335.915,,43.2,508.544,1048.559
86552,20/6/21,NLD,99377.025,53.02,43.2,508.544,1048.559
86553,21/6/21,NLD,99410.217,,43.2,508.544,1048.617
86554,22/6/21,NLD,99450.978,,43.2,508.544,1048.792
86555,23/6/21,NLD,99489.294,,43.2,508.544,1049.025
86556,24/6/21,NLD,99531.337,,43.2,508.544,1049.199
86557,25/6/21,NLD,99569.187,,43.2,508.544,1049.491
86558,26/6/21,NLD,99601.97,,43.2,508.544,1049.491
86559,27/6/21,NLD,99631.027,57.78,43.2,508.544,1049.549
86560,28/6/21,NLD,99664.335,,43.2,508.544,1049.549
86561,29/6/21,NLD,99696.653,,43.2,508.544,1049.782
86562,30/6/21,NLD,99734.329,,43.2,508.544,1049.782
87312,2/1/21,NZL,425.76,,37.9,18.206,4.88
87313,3/1/21,NZL,425.76,,37.9,18.206,4.88
87314,4/1/21,NZL,426.736,,37.9,18.206,4.88
87315,5/1/21,NZL,426.736,,37.9,18.206,4.88
87316,6/1/21,NZL,427.127,,37.9,18.206,4.88
87317,7/1/21,NZL,427.127,,37.9,18.206,4.88
87318,8/1/21,NZL,427.127,,37.9,18.206,4.88
87319,9/1/21,NZL,433.178,,37.9,18.206,4.88
87320,10/1/21,NZL,433.764,,37.9,18.206,4.88
87321,11/1/21,NZL,433.764,,37.9,18.206,4.88
87322,12/1/21,NZL,434.935,,37.9,18.206,4.88
87323,13/1/21,NZL,434.935,,37.9,18.206,4.88
87324,14/1/21,NZL,438.449,,37.9,18.206,4.88
87325,15/1/21,NZL,438.449,,37.9,18.206,4.88
87326,16/1/21,NZL,440.401,,37.9,18.206,4.88
87327,17/1/21,NZL,441.573,,37.9,18.206,4.88
87328,18/1/21,NZL,441.573,,37.9,18.206,4.88
87329,19/1/21,NZL,442.549,,37.9,18.206,4.88
87330,20/1/21,NZL,442.549,,37.9,18.206,4.88
87331,21/1/21,NZL,444.306,,37.9,18.206,4.88
87332,22/1/21,NZL,444.306,,37.9,18.206,4.88
87333,23/1/21,NZL,445.672,,37.9,18.206,4.88
87334,24/1/21,NZL,446.648,,37.9,18.206,4.88
87335,25/1/21,NZL,447.039,,37.9,18.206,4.88
87336,26/1/21,NZL,448.015,,37.9,18.206,4.88
87337,27/1/21,NZL,448.796,,37.9,18.206,4.88
87338,28/1/21,NZL,449.967,,37.9,18.206,4.88
87339,29/1/21,NZL,449.576,,37.9,18.206,4.88
87340,30/1/21,NZL,449.772,,37.9,18.206,4.88
87341,31/1/21,NZL,449.772,,37.9,18.206,4.88
87342,1/2/21,NZL,450.357,,37.9,18.206,4.88
87343,2/2/21,NZL,450.552,,37.9,18.206,4.88
87344,3/2/21,NZL,451.529,,37.9,18.206,4.88
87345,4/2/21,NZL,451.919,,37.9,18.206,4.88
87346,5/2/21,NZL,451.919,,37.9,18.206,4.88
87347,6/2/21,NZL,452.895,,37.9,18.206,4.88
87348,7/2/21,NZL,452.895,,37.9,18.206,4.88
87349,8/2/21,NZL,453.285,,37.9,18.206,4.88
87350,9/2/21,NZL,453.676,,37.9,18.206,4.88
87351,10/2/21,NZL,453.676,,37.9,18.206,4.88
87352,11/2/21,NZL,454.066,,37.9,18.206,4.88
87353,12/2/21,NZL,454.457,,37.9,18.206,4.88
87354,13/2/21,NZL,454.847,,37.9,18.206,4.88
87355,14/2/21,NZL,456.018,,37.9,18.206,4.88
87356,15/2/21,NZL,456.214,,37.9,18.206,5.076
87357,16/2/21,NZL,456.799,,37.9,18.206,5.076
87358,17/2/21,NZL,457.58,,37.9,18.206,5.076
87359,18/2/21,NZL,458.361,0,37.9,18.206,5.076
87360,19/2/21,NZL,458.751,0,37.9,18.206,5.076
87361,20/2/21,NZL,458.751,0,37.9,18.206,5.076
87362,21/2/21,NZL,460.118,0,37.9,18.206,5.076
87363,22/2/21,NZL,461.289,0.01,37.9,18.206,5.076
87364,23/2/21,NZL,461.68,0.02,37.9,18.206,5.076
87365,24/2/21,NZL,462.265,0.03,37.9,18.206,5.076
87366,25/2/21,NZL,462.851,0.06,37.9,18.206,5.076
87367,26/2/21,NZL,463.046,0.09,37.9,18.206,5.076
87368,27/2/21,NZL,463.827,0.11,37.9,18.206,5.076
87369,28/2/21,NZL,464.217,0.13,37.9,18.206,5.076
87370,1/3/21,NZL,464.998,0.16,37.9,18.206,5.076
87371,2/3/21,NZL,465.389,0.19,37.9,18.206,5.076
87372,3/3/21,NZL,466.365,0.23,37.9,18.206,5.076
87373,4/3/21,NZL,466.365,0.26,37.9,18.206,5.076
87374,5/3/21,NZL,468.122,0.28,37.9,18.206,5.076
87375,6/3/21,NZL,468.317,0.29,37.9,18.206,5.076
87376,7/3/21,NZL,469.488,0.3,37.9,18.206,5.076
87377,8/3/21,NZL,470.269,0.33,37.9,18.206,5.076
87378,9/3/21,NZL,470.464,0.35,37.9,18.206,5.076
87379,10/3/21,NZL,471.635,0.38,37.9,18.206,5.076
87380,11/3/21,NZL,471.831,0.41,37.9,18.206,5.076
87381,12/3/21,NZL,472.807,0.43,37.9,18.206,5.076
87382,13/3/21,NZL,473.002,0.44,37.9,18.206,5.076
87383,14/3/21,NZL,474.368,0.45,37.9,18.206,5.076
87384,15/3/21,NZL,474.759,0.48,37.9,18.206,5.076
87385,16/3/21,NZL,475.149,0.52,37.9,18.206,5.076
87386,17/3/21,NZL,475.149,0.55,37.9,18.206,5.076
87387,18/3/21,NZL,477.101,0.58,37.9,18.206,5.076
87388,19/3/21,NZL,477.101,0.62,37.9,18.206,5.076
87389,20/3/21,NZL,478.858,0.63,37.9,18.206,5.076
87390,21/3/21,NZL,480.615,0.65,37.9,18.206,5.076
87391,22/3/21,NZL,480.615,0.67,37.9,18.206,5.076
